name,latitude,longitude,wkt,street,side,length_m,est_spaces,zone
Southwest 1st Avenue (left),25.7649086,-80.1952113,"POLYGON((-80.1952428 25.7653858, -80.1952057 25.7644306, -80.1951798 25.7644315, -80.1952169 25.7653867, -80.1952428 25.7653858))",Southwest 1st Avenue,left,106.4,13,
Southwest 1st Avenue (right),25.7649058,-80.1953030,"POLYGON((-80.1953345 25.7653829, -80.1952974 25.7644277, -80.1952715 25.7644286, -80.1953086 25.7653838, -80.1953345 25.7653829))",Southwest 1st Avenue,right,106.4,13,
Northwest 3rd Street (left),25.7769612,-80.1982171,"POLYGON((-80.1986074 25.7769369, -80.1978260 25.7769622, -80.1978269 25.7769856, -80.1986083 25.7769603, -80.1986074 25.7769369))",Northwest 3rd Street,left,78.4,9,
Northwest 3rd Street (right),25.7768787,-80.1982139,"POLYGON((-80.1986041 25.7768543, -80.1978227 25.7768796, -80.1978236 25.7769030, -80.1986050 25.7768777, -80.1986041 25.7768543))",Northwest 3rd Street,right,78.4,9,
Northwest North River Drive (left),25.7784494,-80.2063114,"POLYGON((-80.2062023 25.7783633, -80.2064017 25.7785516, -80.2064205 25.7785355, -80.2062210 25.7783472, -80.2062023 25.7783633))",Northwest North River Drive,left,29.0,2,
Northwest North River Drive (right),25.7785064,-80.2062449,"POLYGON((-80.2061358 25.7784203, -80.2063353 25.7786086, -80.2063540 25.7785925, -80.2061546 25.7784042, -80.2061358 25.7784203))",Northwest North River Drive,right,29.0,2,
Northwest North River Drive (left),25.7782913,-80.2060593,"POLYGON((-80.2062100 25.7783940, -80.2059256 25.7781709, -80.2059086 25.7781885, -80.2061930 25.7784116, -80.2062100 25.7783940))",Northwest North River Drive,left,37.8,3,
Northwest North River Drive (right),25.7782289,-80.2061196,"POLYGON((-80.2062703 25.7783317, -80.2059859 25.7781086, -80.2059689 25.7781262, -80.2062533 25.7783493, -80.2062703 25.7783317))",Northwest North River Drive,right,37.8,3,
Southwest 15th Road (left),25.7602561,-80.1968639,"POLYGON((-80.1972083 25.7604479, -80.1965339 25.7600449, -80.1965196 25.7600644, -80.1971940 25.7604674, -80.1972083 25.7604479))",Southwest 15th Road,left,81.1,9,
Southwest 15th Road (right),25.7601873,-80.1969147,"POLYGON((-80.1972590 25.7603790, -80.1965846 25.7599760, -80.1965703 25.7599955, -80.1972447 25.7603985, -80.1972590 25.7603790))",Southwest 15th Road,right,81.1,9,
Southwest 1st Avenue (left),25.7594237,-80.1970923,"POLYGON((-80.1965253 25.7600027, -80.1976785 25.7588605, -80.1976593 25.7588448, -80.1965061 25.7599870, -80.1965253 25.7600027))",Southwest 1st Avenue,left,171.9,23,
Southwest 1st Avenue (right),25.7594794,-80.1971602,"POLYGON((-80.1965932 25.7600583, -80.1977464 25.7589161, -80.1977272 25.7589004, -80.1965740 25.7600426, -80.1965932 25.7600583))",Southwest 1st Avenue,right,171.9,23,
Southwest 2nd Court (left),25.7606617,-80.1985538,"POLYGON((-80.1981514 25.7609555, -80.1989719 25.7603864, -80.1989561 25.7603679, -80.1981356 25.7609370, -80.1981514 25.7609555))",Southwest 2nd Court,left,103.8,13,
Southwest 2nd Court (right),25.7607272,-80.1986097,"POLYGON((-80.1982074 25.7610210, -80.1990279 25.7604519, -80.1990121 25.7604334, -80.1981916 25.7610025, -80.1982074 25.7610210))",Southwest 2nd Court,right,103.8,13,
Southwest 17th Road (left),25.7606387,-80.1992433,"POLYGON((-80.1990852 25.7604701, -80.1993806 25.7608214, -80.1994013 25.7608073, -80.1991059 25.7604560, -80.1990852 25.7604701))",Southwest 17th Road,left,49.1,5,
Southwest 17th Road (right),25.7606886,-80.1991701,"POLYGON((-80.1990121 25.7605200, -80.1993075 25.7608713, -80.1993282 25.7608572, -80.1990328 25.7605059, -80.1990121 25.7605200))",Southwest 17th Road,right,49.1,5,
Northwest 2nd Street (left),25.7761095,-80.1940517,"POLYGON((-80.1944281 25.7760883, -80.1936746 25.7761073, -80.1936753 25.7761307, -80.1944289 25.7761117, -80.1944281 25.7760883))",Northwest 2nd Street,left,75.6,9,
Northwest 2nd Street (right),25.7760269,-80.1940492,"POLYGON((-80.1944256 25.7760057, -80.1936720 25.7760247, -80.1936728 25.7760481, -80.1944263 25.7760291, -80.1944256 25.7760057))",Northwest 2nd Street,right,75.6,9,
North Miami Avenue (left),25.7756031,-80.1936079,"POLYGON((-80.1936408 25.7760789, -80.1936010 25.7751265, -80.1935751 25.7751274, -80.1936149 25.7760797, -80.1936408 25.7760789))",North Miami Avenue,left,106.1,13,
North Miami Avenue (right),25.7756000,-80.1936997,"POLYGON((-80.1937325 25.7760757, -80.1936927 25.7751234, -80.1936668 25.7751242, -80.1937066 25.7760766, -80.1937325 25.7760757))",North Miami Avenue,right,106.1,13,
Northeast 2nd Street (left),25.7762609,-80.1895031,"POLYGON((-80.1903334 25.7762234, -80.1886719 25.7762750, -80.1886728 25.7762984, -80.1903343 25.7762468, -80.1903334 25.7762234))",Northeast 2nd Street,left,166.7,22,
Northeast 2nd Street (right),25.7761783,-80.1895000,"POLYGON((-80.1903303 25.7761408, -80.1886688 25.7761924, -80.1886697 25.7762158, -80.1903312 25.7761642, -80.1903303 25.7761408))",Northeast 2nd Street,right,166.7,22,
Northeast 2nd Street (left),25.7762952,-80.1883245,"POLYGON((-80.1886717 25.7762750, -80.1879766 25.7762920, -80.1879773 25.7763154, -80.1886724 25.7762984, -80.1886717 25.7762750))",Northeast 2nd Street,left,69.7,8,
Northeast 2nd Street (right),25.7762126,-80.1883220,"POLYGON((-80.1886692 25.7761924, -80.1879741 25.7762094, -80.1879748 25.7762328, -80.1886699 25.7762158, -80.1886692 25.7761924))",Northeast 2nd Street,right,69.7,8,
Southeast 4th Street (left),25.7713063,-80.1902119,"POLYGON((-80.1901196 25.7713725, -80.1903180 25.7712600, -80.1903042 25.7712402, -80.1901058 25.7713527, -80.1901196 25.7713725))",Southeast 4th Street,left,23.5,1,
Southeast 4th Street (right),25.7713763,-80.1902608,"POLYGON((-80.1901685 25.7714424, -80.1903669 25.7713299, -80.1903531 25.7713101, -80.1901547 25.7714226, -80.1901685 25.7714424))",Southeast 4th Street,right,23.5,1,
Southeast 12th Terrace (left),25.7617362,-80.1916200,"POLYGON((-80.1918017 25.7617156, -80.1914370 25.7617335, -80.1914384 25.7617568, -80.1918031 25.7617389, -80.1918017 25.7617156))",Southeast 12th Terrace,left,36.6,3,
Southeast 12th Terrace (right),25.7616537,-80.1916151,"POLYGON((-80.1917967 25.7616331, -80.1914320 25.7616510, -80.1914334 25.7616743, -80.1917981 25.7616564, -80.1917967 25.7616331))",Southeast 12th Terrace,right,36.6,3,
Northwest 1st Avenue (left),25.7796770,-80.1953434,"POLYGON((-80.1953229 25.7794622, -80.1953380 25.7798926, -80.1953639 25.7798918, -80.1953488 25.7794614, -80.1953229 25.7794622))",Northwest 1st Avenue,left,47.9,4,
Northwest 1st Avenue (right),25.7796796,-80.1952517,"POLYGON((-80.1952312 25.7794648, -80.1952463 25.7798952, -80.1952722 25.7798944, -80.1952571 25.7794640, -80.1952312 25.7794648))",Northwest 1st Avenue,right,47.9,4,
North Miami Avenue (left),25.7849365,-80.1939666,"POLYGON((-80.1939880 25.7851324, -80.1939711 25.7847396, -80.1939452 25.7847406, -80.1939621 25.7851334, -80.1939880 25.7851324))",North Miami Avenue,left,43.8,4,
North Miami Avenue (right),25.7849333,-80.1940583,"POLYGON((-80.1940797 25.7851292, -80.1940628 25.7847364, -80.1940369 25.7847374, -80.1940538 25.7851302, -80.1940797 25.7851292))",North Miami Avenue,right,43.8,4,
North Miami Avenue (left),25.7784921,-80.1937254,"POLYGON((-80.1937513 25.7789798, -80.1937255 25.7780039, -80.1936996 25.7780045, -80.1937254 25.7789804, -80.1937513 25.7789798))",North Miami Avenue,left,108.7,13,
North Miami Avenue (right),25.7784902,-80.1938172,"POLYGON((-80.1938430 25.7789778, -80.1938172 25.7780019, -80.1937913 25.7780025, -80.1938171 25.7789784, -80.1938430 25.7789778))",North Miami Avenue,right,108.7,13,
South America Way (left),25.7789102,-80.1798663,"POLYGON((-80.1801717 25.7790937, -80.1795761 25.7787078, -80.1795610 25.7787268, -80.1801566 25.7791127, -80.1801717 25.7790937))",South America Way,left,73.5,8,
South America Way (right),25.7788432,-80.1799200,"POLYGON((-80.1802253 25.7790266, -80.1796297 25.7786407, -80.1796146 25.7786597, -80.1802102 25.7790456, -80.1802253 25.7790266))",South America Way,right,73.5,8,
Northwest 11th Street (left),25.7840777,-80.2089422,"POLYGON((-80.2086245 25.7840925, -80.2092600 25.7840864, -80.2092598 25.7840630, -80.2086243 25.7840691, -80.2086245 25.7840925))",Northwest 11th Street,left,63.7,7,
Northwest 11th Street (right),25.7841604,-80.2089431,"POLYGON((-80.2086255 25.7841751, -80.2092610 25.7841690, -80.2092608 25.7841456, -80.2086253 25.7841517, -80.2086255 25.7841751))",Northwest 11th Street,right,63.7,7,
Northwest 11th Street (left),25.7840645,-80.2094152,"POLYGON((-80.2092580 25.7840864, -80.2095742 25.7840659, -80.2095723 25.7840426, -80.2092561 25.7840631, -80.2092580 25.7840864))",Northwest 11th Street,left,31.8,2,
Northwest 11th Street (right),25.7841470,-80.2094217,"POLYGON((-80.2092646 25.7841689, -80.2095808 25.7841484, -80.2095789 25.7841251, -80.2092627 25.7841456, -80.2092646 25.7841689))",Northwest 11th Street,right,31.8,2,
Southwest 2nd Avenue (left),25.7661983,-80.1974650,"POLYGON((-80.1974495 25.7661042, -80.1974545 25.7662929, -80.1974804 25.7662923, -80.1974754 25.7661036, -80.1974495 25.7661042))",Southwest 2nd Avenue,left,21.0,0,
Southwest 2nd Avenue (right),25.7662002,-80.1973732,"POLYGON((-80.1973578 25.7661062, -80.1973628 25.7662949, -80.1973887 25.7662943, -80.1973837 25.7661056, -80.1973578 25.7661062))",Southwest 2nd Avenue,right,21.0,0,
Southwest 2nd Avenue (left),25.7666176,-80.1973876,"POLYGON((-80.1974049 25.7667322, -80.1973963 25.7665022, -80.1973704 25.7665030, -80.1973790 25.7667330, -80.1974049 25.7667322))",Southwest 2nd Avenue,left,25.6,1,
Southwest 2nd Avenue (right),25.7666148,-80.1974794,"POLYGON((-80.1974966 25.7667294, -80.1974880 25.7664994, -80.1974621 25.7665002, -80.1974707 25.7667302, -80.1974966 25.7667294))",Southwest 2nd Avenue,right,25.6,1,
Northeast 17th Street (left),25.7913749,-80.1900979,"POLYGON((-80.1894859 25.7914028, -80.1907106 25.7913704, -80.1907099 25.7913470, -80.1894852 25.7913794, -80.1894859 25.7914028))",Northeast 17th Street,left,122.8,16,
Northeast 17th Street (right),25.7914575,-80.1901006,"POLYGON((-80.1894886 25.7914854, -80.1907133 25.7914530, -80.1907126 25.7914296, -80.1894879 25.7914620, -80.1894886 25.7914854))",Northeast 17th Street,right,122.8,16,
Northwest 1st Avenue (left),25.7753380,-80.1952289,"POLYGON((-80.1952361 25.7750830, -80.1951958 25.7755915, -80.1952217 25.7755931, -80.1952619 25.7750846, -80.1952361 25.7750830))",Northwest 1st Avenue,left,56.8,6,
Northwest 1st Avenue (right),25.7753322,-80.1951373,"POLYGON((-80.1951445 25.7750771, -80.1951043 25.7755856, -80.1951301 25.7755872, -80.1951704 25.7750787, -80.1951445 25.7750771))",Northwest 1st Avenue,right,56.8,6,
Northwest 1st Avenue (left),25.7753467,-80.1951822,"POLYGON((-80.1952211 25.7756056, -80.1951692 25.7750858, -80.1951434 25.7750879, -80.1951952 25.7756077, -80.1952211 25.7756056))",Northwest 1st Avenue,left,58.1,6,
Northwest 1st Avenue (right),25.7753394,-80.1952737,"POLYGON((-80.1953125 25.7755982, -80.1952607 25.7750784, -80.1952348 25.7750805, -80.1952867 25.7756003, -80.1953125 25.7755982))",Northwest 1st Avenue,right,58.1,6,
Northwest 1st Avenue (left),25.7758143,-80.1952184,"POLYGON((-80.1951965 25.7755804, -80.1952143 25.7760491, -80.1952402 25.7760483, -80.1952224 25.7755796, -80.1951965 25.7755804))",Northwest 1st Avenue,left,52.2,5,
Northwest 1st Avenue (right),25.7758172,-80.1951266,"POLYGON((-80.1951048 25.7755832, -80.1951226 25.7760519, -80.1951485 25.7760511, -80.1951307 25.7755824, -80.1951048 25.7755832))",Northwest 1st Avenue,right,52.2,5,
Northwest 11th Terrace (left),25.7850517,-80.1975518,"POLYGON((-80.1979776 25.7850349, -80.1971255 25.7850451, -80.1971259 25.7850685, -80.1979780 25.7850583, -80.1979776 25.7850349))",Northwest 11th Terrace,left,85.4,10,
Northwest 11th Terrace (right),25.7849691,-80.1975505,"POLYGON((-80.1979764 25.7849523, -80.1971243 25.7849625, -80.1971247 25.7849859, -80.1979768 25.7849757, -80.1979764 25.7849523))",Northwest 11th Terrace,right,85.4,10,
Northwest 4th Street (left),25.7777740,-80.1998035,"POLYGON((-80.1995754 25.7777908, -80.2000322 25.7777806, -80.2000315 25.7777572, -80.1995747 25.7777674, -80.1995754 25.7777908))",Northwest 4th Street,left,45.8,4,
Northwest 4th Street (right),25.7778566,-80.1998057,"POLYGON((-80.1995777 25.7778734, -80.2000345 25.7778632, -80.2000338 25.7778398, -80.1995770 25.7778500, -80.1995777 25.7778734))",Northwest 4th Street,right,45.8,4,
Northeast 10th Street (left),25.7840058,-80.1894356,"POLYGON((-80.1895736 25.7839578, -80.1892904 25.7840313, -80.1892976 25.7840537, -80.1895808 25.7839802, -80.1895736 25.7839578))",Northeast 10th Street,left,29.5,2,
Northeast 10th Street (right),25.7839263,-80.1894102,"POLYGON((-80.1895482 25.7838784, -80.1892650 25.7839519, -80.1892722 25.7839743, -80.1895554 25.7839008, -80.1895482 25.7838784))",Northeast 10th Street,right,29.5,2,
Northwest 7th Street (left),25.7806646,-80.2000250,"POLYGON((-80.1996521 25.7806851, -80.2003986 25.7806675, -80.2003980 25.7806441, -80.1996515 25.7806617, -80.1996521 25.7806851))",Northwest 7th Street,left,74.9,8,
Northwest 7th Street (right),25.7807472,-80.2000275,"POLYGON((-80.1996545 25.7807677, -80.2004010 25.7807501, -80.2004004 25.7807267, -80.1996539 25.7807443, -80.1996545 25.7807677))",Northwest 7th Street,right,74.9,8,
Northeast 11th Street (left),25.7847778,-80.1915790,"POLYGON((-80.1908459 25.7848132, -80.1923129 25.7847658, -80.1923120 25.7847424, -80.1908450 25.7847898, -80.1908459 25.7848132))",Northeast 11th Street,left,147.1,19,
Northeast 11th Street (right),25.7848604,-80.1915822,"POLYGON((-80.1908492 25.7848958, -80.1923162 25.7848484, -80.1923153 25.7848250, -80.1908483 25.7848724, -80.1908492 25.7848958))",Northeast 11th Street,right,147.1,19,
Northeast 1st Avenue (left),25.7830332,-80.1923032,"POLYGON((-80.1922846 25.7828726, -80.1922959 25.7831946, -80.1923218 25.7831938, -80.1923105 25.7828718, -80.1922846 25.7828726))",Northeast 1st Avenue,left,35.9,3,
Northeast 1st Avenue (right),25.7830358,-80.1922115,"POLYGON((-80.1921929 25.7828752, -80.1922042 25.7831972, -80.1922301 25.7831964, -80.1922188 25.7828744, -80.1921929 25.7828752))",Northeast 1st Avenue,right,35.9,3,
Northeast 1st Avenue (left),25.7827200,-80.1922919,"POLYGON((-80.1922733 25.7825682, -80.1922846 25.7828725, -80.1923105 25.7828717, -80.1922992 25.7825674, -80.1922733 25.7825682))",Northeast 1st Avenue,left,33.9,2,
Northeast 1st Avenue (right),25.7827227,-80.1922002,"POLYGON((-80.1921816 25.7825710, -80.1921929 25.7828753, -80.1922188 25.7828745, -80.1922075 25.7825702, -80.1921816 25.7825710))",Northeast 1st Avenue,right,33.9,2,
Northeast 1st Avenue (left),25.7822361,-80.1922740,"POLYGON((-80.1922488 25.7819047, -80.1922733 25.7825682, -80.1922992 25.7825674, -80.1922747 25.7819039, -80.1922488 25.7819047))",Northeast 1st Avenue,left,73.9,8,
Northeast 1st Avenue (right),25.7822388,-80.1921823,"POLYGON((-80.1921571 25.7819075, -80.1921816 25.7825710, -80.1922075 25.7825702, -80.1921830 25.7819067, -80.1921571 25.7819075))",Northeast 1st Avenue,right,73.9,8,
Northeast 1st Avenue (left),25.7817648,-80.1922565,"POLYGON((-80.1922382 25.7816258, -80.1922488 25.7819047, -80.1922747 25.7819039, -80.1922641 25.7816250, -80.1922382 25.7816258))",Northeast 1st Avenue,left,31.1,2,
Northeast 1st Avenue (right),25.7817677,-80.1921647,"POLYGON((-80.1921465 25.7816286, -80.1921571 25.7819075, -80.1921830 25.7819067, -80.1921724 25.7816278, -80.1921465 25.7816286))",Northeast 1st Avenue,right,31.1,2,
Northeast 10th Street (left),25.7839191,-80.1907513,"POLYGON((-80.1909005 25.7839012, -80.1906009 25.7839136, -80.1906021 25.7839369, -80.1909017 25.7839245, -80.1909005 25.7839012))",Northeast 10th Street,left,30.1,2,
Northeast 10th Street (right),25.7838365,-80.1907471,"POLYGON((-80.1908963 25.7838187, -80.1905967 25.7838311, -80.1905979 25.7838544, -80.1908975 25.7838420, -80.1908963 25.7838187))",Northeast 10th Street,right,30.1,2,
Northeast 14th Street (left),25.7883188,-80.1902777,"POLYGON((-80.1906474 25.7883409, -80.1899106 25.7882735, -80.1899080 25.7882967, -80.1906448 25.7883642, -80.1906474 25.7883409))",Northeast 14th Street,left,74.2,8,
Northeast 14th Street (right),25.7882366,-80.1902870,"POLYGON((-80.1906567 25.7882587, -80.1899199 25.7881912, -80.1899173 25.7882145, -80.1906541 25.7882819, -80.1906567 25.7882587))",Northeast 14th Street,right,74.2,8,
South Miami Avenue (left),25.7687996,-80.1935183,"POLYGON((-80.1935272 25.7689330, -80.1935354 25.7686668, -80.1935095 25.7686661, -80.1935013 25.7689323, -80.1935272 25.7689330))",South Miami Avenue,left,29.6,2,
South Miami Avenue (right),25.7688018,-80.1936101,"POLYGON((-80.1936189 25.7689353, -80.1936271 25.7686691, -80.1936012 25.7686684, -80.1935930 25.7689346, -80.1936189 25.7689353))",South Miami Avenue,right,29.6,2,
Northwest 11th Street (left),25.7843232,-80.2065774,"POLYGON((-80.2063535 25.7843428, -80.2068023 25.7843270, -80.2068012 25.7843036, -80.2063525 25.7843194, -80.2063535 25.7843428))",Northwest 11th Street,left,45.0,4,
Northwest 11th Street (right),25.7844058,-80.2065809,"POLYGON((-80.2063571 25.7844254, -80.2068058 25.7844096, -80.2068048 25.7843862, -80.2063560 25.7844020, -80.2063571 25.7844254))",Northwest 11th Street,right,45.0,4,
Brickell Key Drive (left),25.7660470,-80.1900443,"POLYGON((-80.1906075 25.7661809, -80.1894882 25.7658906, -80.1894810 25.7659130, -80.1906003 25.7662033, -80.1906075 25.7661809))",Brickell Key Drive,left,116.8,15,
Brickell Key Drive (right),25.7659675,-80.1900696,"POLYGON((-80.1906329 25.7661015, -80.1895136 25.7658112, -80.1895064 25.7658336, -80.1906257 25.7661239, -80.1906329 25.7661015))",Brickell Key Drive,right,116.8,15,
Northwest 1st Avenue (left),25.7800724,-80.1953811,"POLYGON((-80.1954069 25.7802653, -80.1953812 25.7798780, -80.1953553 25.7798794, -80.1953810 25.7802667, -80.1954069 25.7802653))",Northwest 1st Avenue,left,43.2,4,
Northwest 1st Avenue (right),25.7800674,-80.1954728,"POLYGON((-80.1954986 25.7802604, -80.1954729 25.7798731, -80.1954470 25.7798745, -80.1954727 25.7802618, -80.1954986 25.7802604))",Northwest 1st Avenue,right,43.2,4,
Northwest 2nd Street (left),25.7755862,-80.2120950,"POLYGON((-80.2147171 25.7754928, -80.2094721 25.7756563, -80.2094730 25.7756797, -80.2147180 25.7755162, -80.2147171 25.7754928))",Northwest 2nd Street,left,526.1,76,
Northwest 2nd Street (right),25.7755037,-80.2120919,"POLYGON((-80.2147139 25.7754102, -80.2094689 25.7755737, -80.2094698 25.7755971, -80.2147148 25.7754336, -80.2147139 25.7754102))",Northwest 2nd Street,right,526.1,76,
Northwest 2nd Street (left),25.7759982,-80.1980580,"POLYGON((-80.1983203 25.7759789, -80.1977949 25.7759940, -80.1977958 25.7760174, -80.1983211 25.7760023, -80.1983203 25.7759789))",Northwest 2nd Street,left,52.7,5,
Northwest 2nd Street (right),25.7759155,-80.1980551,"POLYGON((-80.1983173 25.7758963, -80.1977920 25.7759114, -80.1977928 25.7759348, -80.1983182 25.7759197, -80.1983173 25.7758963))",Northwest 2nd Street,right,52.7,5,
Northwest 2nd Street (left),25.7759842,-80.1985243,"POLYGON((-80.1987273 25.7759661, -80.1983203 25.7759789, -80.1983213 25.7760023, -80.1987283 25.7759895, -80.1987273 25.7759661))",Northwest 2nd Street,left,40.8,3,
Northwest 2nd Street (right),25.7759016,-80.1985211,"POLYGON((-80.1987241 25.7758835, -80.1983171 25.7758963, -80.1983181 25.7759197, -80.1987251 25.7759069, -80.1987241 25.7758835))",Northwest 2nd Street,right,40.8,3,
Northwest 1st Court (left),25.7867494,-80.1972351,"POLYGON((-80.1972183 25.7865989, -80.1972259 25.7869004, -80.1972518 25.7868998, -80.1972442 25.7865984, -80.1972183 25.7865989))",Northwest 1st Court,left,33.6,2,
Northwest 1st Court (right),25.7867512,-80.1971433,"POLYGON((-80.1971266 25.7866008, -80.1971342 25.7869022, -80.1971601 25.7869017, -80.1971525 25.7866002, -80.1971266 25.7866008))",Northwest 1st Court,right,33.6,2,
Northwest 1st Place (left),25.7876062,-80.1979990,"POLYGON((-80.1979832 25.7873806, -80.1979888 25.7878322, -80.1980148 25.7878319, -80.1980092 25.7873803, -80.1979832 25.7873806))",Northwest 1st Place,left,50.3,5,
Northwest 1st Place (right),25.7876072,-80.1979072,"POLYGON((-80.1978914 25.7873815, -80.1978970 25.7878331, -80.1979230 25.7878328, -80.1979174 25.7873812, -80.1978914 25.7873815))",Northwest 1st Place,right,50.3,5,
Southeast 1st Street (left),25.7734195,-80.1912382,"POLYGON((-80.1914524 25.7734014, -80.1910231 25.7734143, -80.1910240 25.7734377, -80.1914533 25.7734248, -80.1914524 25.7734014))",Southeast 1st Street,left,43.1,4,
Southeast 1st Street (right),25.7733370,-80.1912351,"POLYGON((-80.1914493 25.7733188, -80.1910200 25.7733317, -80.1910209 25.7733551, -80.1914502 25.7733422, -80.1914493 25.7733188))",Southeast 1st Street,right,43.1,4,
Southwest 1st Avenue (left),25.7652591,-80.1957215,"POLYGON((-80.1957041 25.7651430, -80.1957129 25.7653760, -80.1957388 25.7653752, -80.1957300 25.7651422, -80.1957041 25.7651430))",Southwest 1st Avenue,left,26.0,1,
Southwest 1st Avenue (right),25.7652619,-80.1956297,"POLYGON((-80.1956124 25.7651458, -80.1956212 25.7653788, -80.1956471 25.7653780, -80.1956383 25.7651450, -80.1956124 25.7651458))",Southwest 1st Avenue,right,26.0,1,
Northwest South River Drive (left),25.7745268,-80.2025693,"POLYGON((-80.2022432 25.7741607, -80.2028748 25.7749071, -80.2028955 25.7748929, -80.2022638 25.7741465, -80.2022432 25.7741607))",Northwest South River Drive,left,104.5,13,
Northwest South River Drive (right),25.7745769,-80.2024964,"POLYGON((-80.2021702 25.7742108, -80.2028019 25.7749572, -80.2028225 25.7749430, -80.2021909 25.7741966, -80.2021702 25.7742108))",Northwest South River Drive,right,104.5,13,
Southwest 4th Avenue (left),25.7686063,-80.2008024,"POLYGON((-80.2008384 25.7690878, -80.2007922 25.7681238, -80.2007663 25.7681248, -80.2008125 25.7690888, -80.2008384 25.7690878))",Southwest 4th Avenue,left,107.4,13,
Southwest 4th Avenue (right),25.7686027,-80.2008940,"POLYGON((-80.2009301 25.7690842, -80.2008839 25.7681202, -80.2008580 25.7681212, -80.2009042 25.7690852, -80.2009301 25.7690842))",Southwest 4th Avenue,right,107.4,13,
Southwest 5th Street (left),25.7691417,-80.2002451,"POLYGON((-80.2008721 25.7691161, -80.1996174 25.7691438, -80.1996180 25.7691672, -80.2008727 25.7691395, -80.2008721 25.7691161))",Southwest 5th Street,left,125.8,16,
Southwest 5th Street (right),25.7690590,-80.2002428,"POLYGON((-80.2008699 25.7690335, -80.1996152 25.7690612, -80.1996158 25.7690846, -80.2008705 25.7690569, -80.2008699 25.7690335))",Southwest 5th Street,right,125.8,16,
Southwest 3rd Avenue (left),25.7686456,-80.1992259,"POLYGON((-80.1991970 25.7681650, -80.1992289 25.7691268, -80.1992548 25.7691261, -80.1992229 25.7681643, -80.1991970 25.7681650))",Southwest 3rd Avenue,left,107.1,13,
Southwest 3rd Avenue (right),25.7686480,-80.1991342,"POLYGON((-80.1991053 25.7681675, -80.1991372 25.7691293, -80.1991631 25.7691286, -80.1991312 25.7681668, -80.1991053 25.7681675))",Southwest 3rd Avenue,right,107.1,13,
Northwest 3rd Street (left),25.7769832,-80.1975235,"POLYGON((-80.1978259 25.7769622, -80.1972202 25.7769808, -80.1972211 25.7770042, -80.1978268 25.7769856, -80.1978259 25.7769622))",Northwest 3rd Street,left,60.8,6,
Northwest 3rd Street (right),25.7769006,-80.1975204,"POLYGON((-80.1978228 25.7768796, -80.1972171 25.7768982, -80.1972180 25.7769216, -80.1978237 25.7769030, -80.1978228 25.7768796))",Northwest 3rd Street,right,60.8,6,
Northwest 3rd Street (left),25.7769103,-80.1971166,"POLYGON((-80.1970053 25.7769224, -80.1972279 25.7769215, -80.1972278 25.7768982, -80.1970052 25.7768990, -80.1970053 25.7769224))",Northwest 3rd Street,left,22.3,1,
Northwest 3rd Street (right),25.7769929,-80.1971169,"POLYGON((-80.1970057 25.7770050, -80.1972283 25.7770042, -80.1972282 25.7769808, -80.1970056 25.7769817, -80.1970057 25.7770050))",Northwest 3rd Street,right,22.3,1,
Northwest 3rd Street (left),25.7769929,-80.1971169,"POLYGON((-80.1972318 25.7769808, -80.1970020 25.7769817, -80.1970021 25.7770050, -80.1972319 25.7770042, -80.1972318 25.7769808))",Northwest 3rd Street,left,23.0,1,
Northwest 3rd Street (right),25.7769103,-80.1971166,"POLYGON((-80.1972314 25.7768982, -80.1970016 25.7768990, -80.1970017 25.7769224, -80.1972315 25.7769215, -80.1972314 25.7768982))",Northwest 3rd Street,right,23.0,1,
Northeast 16th Street (left),25.7906709,-80.1911129,"POLYGON((-80.1915370 25.7906476, -80.1906880 25.7906708, -80.1906888 25.7906942, -80.1915378 25.7906710, -80.1915370 25.7906476))",Northeast 16th Street,left,85.1,10,
Northeast 16th Street (right),25.7905883,-80.1911101,"POLYGON((-80.1915342 25.7905650, -80.1906852 25.7905882, -80.1906860 25.7906116, -80.1915350 25.7905884, -80.1915342 25.7905650))",Northeast 16th Street,right,85.1,10,
Northeast 1st Court (left),25.7900589,-80.1915639,"POLYGON((-80.1915329 25.7895012, -80.1915689 25.7906171, -80.1915948 25.7906165, -80.1915588 25.7895006, -80.1915329 25.7895012))",Northeast 1st Court,left,124.3,16,
Northeast 1st Court (right),25.7900612,-80.1914721,"POLYGON((-80.1914412 25.7895036, -80.1914772 25.7906195, -80.1915031 25.7906189, -80.1914671 25.7895030, -80.1914412 25.7895036))",Northeast 1st Court,right,124.3,16,
Southwest 3rd Avenue (left),25.7617391,-80.1990132,"POLYGON((-80.1990224 25.7615921, -80.1989783 25.7618830, -80.1990040 25.7618862, -80.1990481 25.7615952, -80.1990224 25.7615921))",Southwest 3rd Avenue,left,32.7,2,
Southwest 3rd Avenue (right),25.7617280,-80.1989223,"POLYGON((-80.1989315 25.7615809, -80.1988874 25.7618719, -80.1989131 25.7618750, -80.1989572 25.7615841, -80.1989315 25.7615809))",Southwest 3rd Avenue,right,32.7,2,
Southwest 3rd Avenue (left),25.7612057,-80.1997392,"POLYGON((-80.1998883 25.7610581, -80.1995719 25.7613366, -80.1995901 25.7613533, -80.1999064 25.7610748, -80.1998883 25.7610581))",Southwest 3rd Avenue,left,44.4,4,
